id	filename	md5	size	state
00cc2c14-478d-417d-9588-0dd6060f61ab	00cc2c14-478d-417d-9588-0dd6060f61ab/nationwidechildrens.org_clinical.TCGA-04-1361.xml	75648056b7f5b1e4d6dd0d212923e37c	56601	validated
0163db8d-4c23-4a58-87d6-7567368b658a	0163db8d-4c23-4a58-87d6-7567368b658a/nationwidechildrens.org_clinical.TCGA-13-0890.xml	4f9526c7ffb9acff767afa8f60127f4c	41482	validated
01f5f4c4-fc12-4d10-84ea-0cdffcf48b20	01f5f4c4-fc12-4d10-84ea-0cdffcf48b20/nationwidechildrens.org_clinical.TCGA-13-0764.xml	7ae1a94553c0cd240bbdce3aacbc47d0	52323	validated
02331860-6a78-4baa-a1b4-a2d35a7fb7cf	02331860-6a78-4baa-a1b4-a2d35a7fb7cf/nationwidechildrens.org_clinical.TCGA-61-2002.xml	8af24f60a5e1e738a1fba402b030fbca	48529	validated
025eabb2-8e66-42c2-96d0-5716eccf0778	025eabb2-8e66-42c2-96d0-5716eccf0778/nationwidechildrens.org_clinical.TCGA-24-2254.xml	9a1f3d23690bacde5794823bc8fb435d	69722	validated
03489f79-bc12-4eae-99ad-8f634c635ebe	03489f79-bc12-4eae-99ad-8f634c635ebe/nationwidechildrens.org_clinical.TCGA-20-0987.xml	b5df8a8e60f7123e696f221cd6e33db6	44387	validated
041510b8-a769-4953-b8e5-2939a2915e06	041510b8-a769-4953-b8e5-2939a2915e06/nationwidechildrens.org_clinical.TCGA-13-1483.xml	4aaa3ab9b7e01bc4110d7af4f3704120	44944	validated
04694f18-d844-4af8-aa03-5127c207673c	04694f18-d844-4af8-aa03-5127c207673c/nationwidechildrens.org_clinical.TCGA-04-1638.xml	e771f8b4b70d9ecfe00bb77bf1663a41	67616	validated
046f60ae-bf56-41a8-a400-0ac2cd1da744	046f60ae-bf56-41a8-a400-0ac2cd1da744/nationwidechildrens.org_clinical.TCGA-13-1505.xml	de4d35aaa29848d49c05a2d34b73c89e	50017	validated
048cd0aa-fdb9-47c8-b283-982176abc91c	048cd0aa-fdb9-47c8-b283-982176abc91c/nationwidechildrens.org_clinical.TCGA-25-1632.xml	820f907fe938d4aa9ee479a6093efd94	56766	validated
04b17060-7b73-4d2b-91a6-74e7f1c06eff	04b17060-7b73-4d2b-91a6-74e7f1c06eff/nationwidechildrens.org_clinical.TCGA-09-2051.xml	36467111282ceb06b5aecc188196c751	84673	validated
058c56f0-9296-4f3a-8f56-bc7e905e6935	058c56f0-9296-4f3a-8f56-bc7e905e6935/nationwidechildrens.org_clinical.TCGA-23-1120.xml	f39c7d9338e70599f14257cb3c13d69d	36138	validated
05e2efbd-2d0c-48f0-ab5b-b89de737d027	05e2efbd-2d0c-48f0-ab5b-b89de737d027/nationwidechildrens.org_clinical.TCGA-24-1424.xml	0ec3d87c64c8476b16a586662c7b5979	42301	validated
0674aad7-5eaa-438a-8f98-551cd1e2b721	0674aad7-5eaa-438a-8f98-551cd1e2b721/nationwidechildrens.org_clinical.TCGA-61-2613.xml	f5262bcc8282d8c5042999c5cb7fcfb0	44812	validated
06b6c8b2-2a2f-4518-a3f0-1da231b258fc	06b6c8b2-2a2f-4518-a3f0-1da231b258fc/nationwidechildrens.org_clinical.TCGA-23-1114.xml	e89dfd54fc5262533f101b4ea7d5a4f6	102747	validated
07503e5b-61d8-4a85-9583-f99f6436674e	07503e5b-61d8-4a85-9583-f99f6436674e/nationwidechildrens.org_clinical.TCGA-23-1030.xml	b7ead9a4962d5f0b50f1072163730a07	53514	validated
07c97934-25c1-4dcd-9ab2-0a94fbea092c	07c97934-25c1-4dcd-9ab2-0a94fbea092c/nationwidechildrens.org_clinical.TCGA-24-1435.xml	df572c4c56f1950f85c8bffbb4f4279a	81564	validated
082ecc9f-1a18-443c-bb37-ae1d45b1108e	082ecc9f-1a18-443c-bb37-ae1d45b1108e/nationwidechildrens.org_clinical.TCGA-13-1501.xml	40857a6d9289f72f0af000f33b7f0e51	46334	validated
0856de97-f0be-429d-82c6-3c907702b68c	0856de97-f0be-429d-82c6-3c907702b68c/nationwidechildrens.org_clinical.TCGA-OY-A56P.xml	844e841faab4b15ec5c919eda01e0801	40760	validated
08a5094d-3cbb-4eca-84cc-b5991134dce8	08a5094d-3cbb-4eca-84cc-b5991134dce8/nationwidechildrens.org_clinical.TCGA-24-1563.xml	25418c6806bd12dd45ac08b8f5cccb84	87634	validated
0929e1dd-e5b8-4028-b292-30412b3dbd99	0929e1dd-e5b8-4028-b292-30412b3dbd99/nationwidechildrens.org_clinical.TCGA-13-0800.xml	231ff610a006eff0a266d90fd710dcc5	49846	validated
094dbec8-2116-464b-9df6-f76fab9db34a	094dbec8-2116-464b-9df6-f76fab9db34a/nationwidechildrens.org_clinical.TCGA-13-1817.xml	b4b34422dc8764885882fd61fe6907e9	65956	validated
0a33ed75-7e05-4d81-a033-87a609fd500b	0a33ed75-7e05-4d81-a033-87a609fd500b/nationwidechildrens.org_clinical.TCGA-20-0996.xml	74a285de0ea81fb742691a3af4d11e00	54581	validated
0af79449-8002-42c6-a5a0-c88d8e846095	0af79449-8002-42c6-a5a0-c88d8e846095/nationwidechildrens.org_clinical.TCGA-13-0903.xml	927222ffee994a733fd69e169b1017cf	53751	validated
0b06f80f-1360-4311-8342-32f178fe6050	0b06f80f-1360-4311-8342-32f178fe6050/nationwidechildrens.org_clinical.TCGA-23-1113.xml	52e408d92baabf6ecdcbbcfeec5c466c	60828	validated
0b070f90-9484-4f1f-838b-ced1c34f2774	0b070f90-9484-4f1f-838b-ced1c34f2774/nationwidechildrens.org_clinical.TCGA-61-1736.xml	a376e8731fdbad9b16d58567df3980d6	59035	validated
0b1a4ea2-96fa-49a2-8e50-96b41acc69ba	0b1a4ea2-96fa-49a2-8e50-96b41acc69ba/nationwidechildrens.org_clinical.TCGA-04-1367.xml	caba3aa01a144a3d0b50f5c6d14f490e	44754	validated
0b20e27c-9a09-4f15-923f-d5b4f185dc22	0b20e27c-9a09-4f15-923f-d5b4f185dc22/nationwidechildrens.org_clinical.TCGA-13-1500.xml	597aa4df24c4d544b6c25cbd8b25a33e	44857	validated
0c463aeb-cc46-4be0-84f9-abc8514befe5	0c463aeb-cc46-4be0-84f9-abc8514befe5/nationwidechildrens.org_clinical.TCGA-13-1489.xml	5110046cc2e4ddc1c8aa5fd063d46ab9	79785	validated
0c920c53-28d1-4d21-b6d0-5241a04e368a	0c920c53-28d1-4d21-b6d0-5241a04e368a/nationwidechildrens.org_clinical.TCGA-61-1734.xml	94e77f908724937a16e853a5521a26b6	36128	validated
0cc8a6ff-31e2-4caf-84b0-7bd501a23326	0cc8a6ff-31e2-4caf-84b0-7bd501a23326/nationwidechildrens.org_clinical.TCGA-13-0727.xml	c617ff83733fd33fbcee14e7e2d4fded	44626	validated
0cf670f0-94a5-48c9-88bc-5d23ab97f119	0cf670f0-94a5-48c9-88bc-5d23ab97f119/nationwidechildrens.org_clinical.TCGA-24-1555.xml	6df3300409f9490bc3771f771c92f927	93210	validated
0d1ed88c-f57e-4740-9ac2-6c753f079e75	0d1ed88c-f57e-4740-9ac2-6c753f079e75/nationwidechildrens.org_clinical.TCGA-57-1994.xml	eb2c218c5e3c21731ef83ef100901e23	23602	validated
0daed0b3-d78d-4c37-87e3-1869e7e33c69	0daed0b3-d78d-4c37-87e3-1869e7e33c69/nationwidechildrens.org_clinical.TCGA-24-1466.xml	e73e8c2d8533c59b941f63801c20da90	81337	validated
0dd5c326-6bbf-4fdc-8385-812f4e9c654a	0dd5c326-6bbf-4fdc-8385-812f4e9c654a/nationwidechildrens.org_clinical.TCGA-30-1880.xml	f487f672c4f7dffceffb08b55240ea41	93847	validated
0ded3fe6-1084-4144-9510-7ecc16043c6d	0ded3fe6-1084-4144-9510-7ecc16043c6d/nationwidechildrens.org_clinical.TCGA-29-1762.xml	4ef4668cf497a8842463a2bc8b761c8f	69317	validated
0f16a30b-83cc-4be4-84a8-4ad4991f46ff	0f16a30b-83cc-4be4-84a8-4ad4991f46ff/nationwidechildrens.org_clinical.TCGA-24-1928.xml	c8c884e3e18caa6335f0e9b3c0b5bb7f	57251	validated
100923ba-142e-4c18-aa00-a512034f7e1f	100923ba-142e-4c18-aa00-a512034f7e1f/nationwidechildrens.org_clinical.TCGA-23-2072.xml	96fc7b7361bdb941d454c68ce05a4f53	50886	validated
1087763d-ad47-4621-82bf-d9b73c443e25	1087763d-ad47-4621-82bf-d9b73c443e25/nationwidechildrens.org_clinical.TCGA-13-1512.xml	b726c374c8597f059d8cdab615b194da	43791	validated
10f2114a-2f15-4b44-a11a-3034ccfcbbc4	10f2114a-2f15-4b44-a11a-3034ccfcbbc4/nationwidechildrens.org_clinical.TCGA-13-0921.xml	31369ca9f81a7eb74260e5ca2d5b61c5	41729	validated
11a7b6f7-1306-4255-8599-00d37221e95f	11a7b6f7-1306-4255-8599-00d37221e95f/nationwidechildrens.org_clinical.TCGA-24-1474.xml	8e427bde282626c314942f6ab04b9efd	57030	validated
11f67d2b-df24-474e-b44a-35001394b748	11f67d2b-df24-474e-b44a-35001394b748/nationwidechildrens.org_clinical.TCGA-29-1785.xml	671eeb267789aea92777b8105944aaf7	69411	validated
1218b4c5-3de2-4279-bc2d-09ee2f1acd90	1218b4c5-3de2-4279-bc2d-09ee2f1acd90/nationwidechildrens.org_clinical.TCGA-29-1784.xml	d16331baf6b9ba0bf0a7f8a6f3d1f938	48694	validated
1238c8c2-6dab-431f-9e2f-f66eecb4f24f	1238c8c2-6dab-431f-9e2f-f66eecb4f24f/nationwidechildrens.org_clinical.TCGA-13-0717.xml	f602e9aefde7cdfb24f7e29c852d8a9d	38652	validated
129052bf-2c66-41e0-b9f5-560bbfeefb93	129052bf-2c66-41e0-b9f5-560bbfeefb93/nationwidechildrens.org_clinical.TCGA-13-1409.xml	598354e9e0f0dadba679e0587f502e87	43815	validated
1308a9e3-25e8-4063-9a1b-bcacf431566b	1308a9e3-25e8-4063-9a1b-bcacf431566b/nationwidechildrens.org_clinical.TCGA-29-1763.xml	432bd7bac4cf31a0fcc61f7ef6fa964f	95520	validated
13c2cfae-aa53-4eed-90b7-1ea43ae8bbae	13c2cfae-aa53-4eed-90b7-1ea43ae8bbae/nationwidechildrens.org_clinical.TCGA-25-1322.xml	490fbd49226fb7fd57db87ebec8d25f5	36048	validated
13f776a7-c24e-4bae-aaf3-a26fde9faaa9	13f776a7-c24e-4bae-aaf3-a26fde9faaa9/nationwidechildrens.org_clinical.TCGA-25-1635.xml	01ec6781ee0df06e8966eed48e355acc	56765	validated
146025f1-946e-48b9-bed5-1b1fbda7d9eb	146025f1-946e-48b9-bed5-1b1fbda7d9eb/nationwidechildrens.org_clinical.TCGA-13-1495.xml	f897d6ae85b16e5315c51654eb34de06	66977	validated
1499ad9b-2dc0-4325-9751-242bb47be0d0	1499ad9b-2dc0-4325-9751-242bb47be0d0/nationwidechildrens.org_clinical.TCGA-29-1775.xml	157079e6318f396b6998adffceb0df04	84326	validated
149c948b-d74e-4036-8b53-3be8e1282a95	149c948b-d74e-4036-8b53-3be8e1282a95/nationwidechildrens.org_clinical.TCGA-09-2050.xml	7da5182956c1bd21cad117b3f284e636	48853	validated
151d3760-79f7-4dc2-9ad2-6456f6c7cddb	151d3760-79f7-4dc2-9ad2-6456f6c7cddb/nationwidechildrens.org_clinical.TCGA-13-0760.xml	8ad8929098b32d8f3cdb670cbe392157	24051	validated
15786f28-e400-4765-b21e-33ea5192f942	15786f28-e400-4765-b21e-33ea5192f942/nationwidechildrens.org_clinical.TCGA-10-0933.xml	ad2da3ccd67aa2e1e8b32cfa461b33f7	39040	validated
15be641c-3f2b-4e49-a179-9bc33099e6f7	15be641c-3f2b-4e49-a179-9bc33099e6f7/nationwidechildrens.org_clinical.TCGA-24-1431.xml	c386f4361b8d962988ed43f9f2438fe7	56578	validated
