id	filename	md5	size	state
00e6f83a-36a8-4019-9fd9-e7e3e99c455b	00e6f83a-36a8-4019-9fd9-e7e3e99c455b/nationwidechildrens.org_clinical.TCGA-BB-4217.xml	00b5c66bf719772c9960f71ec0a16ee7	55742	validated
012d5384-aee8-47c0-b72f-50ece18b224a	012d5384-aee8-47c0-b72f-50ece18b224a/nationwidechildrens.org_clinical.TCGA-CV-6433.xml	cb186ceb7771208534a4a098705d6b2b	30825	validated
01c5afd8-0fe1-4e22-863a-347725e0f9b7	01c5afd8-0fe1-4e22-863a-347725e0f9b7/nationwidechildrens.org_clinical.TCGA-BA-A6DE.xml	3941c0ca2b5db393f550717f859a992e	33782	validated
03134bd1-2e86-4b3d-b467-b0edfd830d9a	03134bd1-2e86-4b3d-b467-b0edfd830d9a/nationwidechildrens.org_clinical.TCGA-BB-4227.xml	a8a80e3046f0bded1d8cf82f73598833	53336	validated
039b0ed8-23a2-409d-8941-9904b35262f9	039b0ed8-23a2-409d-8941-9904b35262f9/nationwidechildrens.org_clinical.TCGA-MT-A51X.xml	44297b3845a6e9891918f717b3677735	33887	validated
03c9171f-2cce-40f3-b867-3d554f25583c	03c9171f-2cce-40f3-b867-3d554f25583c/nationwidechildrens.org_clinical.TCGA-CV-5439.xml	6f2b2f5452466cff202a276fa89ffe4e	48172	validated
0435644e-ae1c-419e-b0a7-49266f3f2f46	0435644e-ae1c-419e-b0a7-49266f3f2f46/nationwidechildrens.org_clinical.TCGA-MT-A7BN.xml	c4000dbfd7de774858fa24ac1b83f5c2	34154	validated
04685cf6-e254-4f9e-a5dc-0c1b6bf7a504	04685cf6-e254-4f9e-a5dc-0c1b6bf7a504/nationwidechildrens.org_clinical.TCGA-D6-A4Z9.xml	6f156887950aa9e90dc7a7e1f066939e	33976	validated
0599e910-d70e-4419-b9e2-8af087a26960	0599e910-d70e-4419-b9e2-8af087a26960/nationwidechildrens.org_clinical.TCGA-CR-6471.xml	fb58d22cecbaf106d0a5bff89ef7ec70	123884	validated
05cd0127-9b7c-494c-b9cc-3e398c31d477	05cd0127-9b7c-494c-b9cc-3e398c31d477/nationwidechildrens.org_clinical.TCGA-BA-5556.xml	94cd51dc88028819bbb2450963599a33	37851	validated
05d93717-b89b-4b76-952c-0a550745bb65	05d93717-b89b-4b76-952c-0a550745bb65/nationwidechildrens.org_clinical.TCGA-CR-7379.xml	cd7a12416eae53c56f233fcb9d6299fd	40536	validated
06bdd86f-6217-4d66-ac8c-79f09d3398dc	06bdd86f-6217-4d66-ac8c-79f09d3398dc/nationwidechildrens.org_clinical.TCGA-CN-6023.xml	109fc7907ab99adb742379b0cda586a9	69685	validated
0770960e-08b2-4110-a2fa-1ecd626364e5	0770960e-08b2-4110-a2fa-1ecd626364e5/nationwidechildrens.org_clinical.TCGA-P3-A6T5.xml	216d74eb2297725dcdd426adee0a2b0f	41666	validated
07f4446a-44ae-4c64-8465-39c643ccaf88	07f4446a-44ae-4c64-8465-39c643ccaf88/nationwidechildrens.org_clinical.TCGA-MZ-A7D7.xml	9e45d20bb3f459cc16b8c7ef7456012f	61278	validated
0802e888-cc7a-4668-8e56-97b2a4bd2972	0802e888-cc7a-4668-8e56-97b2a4bd2972/nationwidechildrens.org_clinical.TCGA-CV-7425.xml	f3c085f3a3973609971ee79f76c8787b	22990	validated
0871852a-ca5f-4edf-8f04-365c91ec37ea	0871852a-ca5f-4edf-8f04-365c91ec37ea/nationwidechildrens.org_clinical.TCGA-CN-4725.xml	6b848dde032a20809280a4056c4614d5	40992	validated
08a54914-cb56-4486-81fb-95d213d76760	08a54914-cb56-4486-81fb-95d213d76760/nationwidechildrens.org_clinical.TCGA-CQ-7069.xml	d8b2312cc4c05a4af2a79d5356fd084d	33960	validated
08f7fa05-006c-47db-8292-75828eb8eb5e	08f7fa05-006c-47db-8292-75828eb8eb5e/nationwidechildrens.org_clinical.TCGA-QK-A6VC.xml	23992408878cff9f3773efdfcd434fe9	53502	validated
09a128e8-6c80-4012-bf7b-5d29ece83533	09a128e8-6c80-4012-bf7b-5d29ece83533/nationwidechildrens.org_clinical.TCGA-CV-5971.xml	46aba6d77af43481dfdfe74646cb08cf	30567	validated
0a4d570d-0e1b-4cf1-b0da-25a17874f6b9	0a4d570d-0e1b-4cf1-b0da-25a17874f6b9/nationwidechildrens.org_clinical.TCGA-QK-A6IH.xml	c0fb2a1f378ba6b90734add94cbe2491	90585	validated
